x,y,cell_id,name,mean,variance,population,infected_DM_0,infected_DM_1,infected_DM_2,infected_DM_3
-2.2655402,53.4204534,6504529144908220134,,513385,1952669148,22,3,0,1,3
-2.2655963,53.4294419,8685600517058320102,,308391,2147483647,38,1,2,0,2
-2.2656636,53.4402279,-6954263172235078938,,138581,768194387,58,0,0,1,0
-2.2656917,53.4447221,-7903444783360770330,,93712,351281669,59,1,0,0,0
-2.2657816,53.4591036,8320480176660514534,,18999,14439997,166,2,1,0,2
-2.2639186,53.401581,8774893376785942246,,24367,23750962,38,0,0,1,0
-2.263952,53.4069741,-2540649673480081690,,143271,821070185,6,0,0,0,1
-2.2641192,53.4339394,-55301616101183770,,219760,1931780295,54,0,0,1,0
-2.2641527,53.4393324,-1799129505341421850,,148031,876527528,68,0,1,0,3
-2.2624367,53.4051797,6558309216546043622,,62040,153962510,70,0,1,0,1
-2.2624422,53.4060786,-8688582507733682458,,80609,259916229,25,0,0,0,1
-2.262481,53.4123705,-794175671944787226,,278506,2147483647,17,1,0,0,0
-2.2625364,53.4213589,-5441153801290022170,,378833,1445638837,93,3,2,7,4
-2.2625531,53.4240555,-5944133414741826842,,352023,661866802,35,1,1,1,1
-2.2626418,53.4384369,-5608213471952672026,,155474,966890168,68,0,1,2,0
-2.262664,53.4420323,-6104919003042739482,,117748,554583971,74,0,1,0,1
-2.2626751,53.44383,4841772569815309030,,101354,410907019,21,1,2,0,0
-2.2627028,53.4483242,605508225165856486,,67266,180990215,46,0,0,1,0
-2.2627695,53.4591102,5228304199853583078,,19827,15724913,192,1,1,0,0
-2.2628028,53.4645032,-4914485009058255130,,9323,3476975,65,1,0,0,0
-2.2609546,53.4087784,-6054602705832647962,,114498,524392128,47,0,0,0,1
-2.2610152,53.4186657,5173944745410239206,,320110,2147483647,41,2,4,1,0
-2.2612027,53.4492263,-2768365916960627994,,61311,150361833,37,0,1,1,0
-2.2595106,53.418669,1878073865649755878,,263152,2147483647,87,1,0,3,1
-2.259516,53.4195678,-6359262275304227098,,269902,2147483647,51,1,0,3,1
-2.2595928,53.4321516,-3186463172877651226,,208404,1737304425,34,2,1,0,0
-2.2595982,53.4330505,4728380058564737766,,199189,1587064538,114,3,1,1,3
-2.2596037,53.4339493,-4347429581144011034,,189931,1442957889,84,0,0,1,3
-2.2596311,53.4384435,2486736712152068838,,144783,838489604,53,0,0,1,3
-2.2596641,53.4438366,6267195244730139366,,97419,379618675,24,1,0,0,0
-2.2596805,53.4465331,4813593830928761574,,77602,240888326,67,1,0,1,0
-2.2597299,53.4546226,6467569402093212390,,34497,47603130,35,0,0,1,0
-2.2597574,53.4591168,8864222466996232934,,20085,16136328,100,2,1,0,0
-2.2580223,53.4213688,-4182704147092003098,,233638,2147483647,80,3,2,1,3
-2.2580277,53.4222676,-5187000936324133146,,236410,2147483647,38,0,0,1,1
-2.258104,53.4348514,4541397942516936422,,169254,1145887554,97,1,5,1,1
-2.2581258,53.4384468,2641711967522112230,,137699,758443000,22,1,0,0,0
-2.2581804,53.4474352,-4295180408545597722,,69879,195326517,160,2,1,0,5
-2.2582077,53.4519294,9205998164829418214,,45506,82834778,45,1,0,0,0
-2.2582131,53.4528282,7688969206081764070,,41448,68718735,72,0,1,0,0
-2.2563498,53.3935078,6329635745871410918,,525,11032,98,1,0,0,0
-2.2564472,53.4096871,-8491193124248104218,,58381,136335179,67,0,0,1,0
-2.256588,53.433057,3189310789920967398,,169942,1155220021,21,0,0,1,0
-2.2566368,53.4411466,-7727797502955529498,,109488,479508739,73,0,2,1,2
-2.2566693,53.4465396,2277113781933741798,,72989,213096301,53,1,0,0,0
-2.2566856,53.4492361,-6539516393388987674,,57622,132814025,63,0,1,1,0
-2.2567127,53.4537303,-4155465383613604122,,36894,54448916,74,0,1,0,0
-2.2568702,53.4797966,1963039215706292966,,661,17481,112,0,1,0,0
-2.2549214,53.4060949,7825575789392471782,,19966,15946905,77,0,0,1,0
-2.2549375,53.4087914,4616863920785016550,,37267,55554385,115,1,1,2,2
-2.2551799,53.4492393,-860152054007299354,,55540,123388813,131,0,1,1,0
-2.2552824,53.4663173,5793172649282262758,,7234,2093728,129,0,0,1,0
-2.2536635,53.4474449,-7152446989104168218,,61821,152875283,100,0,0,0,1
-2.2537976,53.4699158,56118646441252582,,4057,658469,104,0,0,1,0
-2.2518493,53.3953151,5091820567252423398,,573,13161,52,1,0,0,0
